Jugador,Edad,Equipo,Pierna hábil,Altura,ELO,Max. ELO,REAP,+/- ELO (1 año),Potencial,Fin Contrato,Valor de mercado,Position principal,Partidos jugados,Estad. avanzada (min),Asistencias,Goles para empatar,Regates en zona peligrosa,% Regates en zona peligrosa con éxito,Regates en zona peligrosa con éxito,% Regates con éxito,Regates,Regates con éxito,Primeros goles,Goles de falta,Goles después de córner,Goles después de falta,Goles tras centro,Goles desde fuera del área,Goles,% Efectividad,Goles de cabeza,Goles con la izquierda,Goles de penalti,Penaltis lanzados,Penaltis provocados,Pre-asistencias,Goles con la derecha,Progresiones con balón,% Progresiones con balón con éxito,Progresiones con balón con éxito,Pases que acaban en tiro,Pases previos a tiro (C-At),Tiros dentro del área,Tiros tras centro,Tiros fuera del área,Pases que acaban en TP,Goles (s.p.) por Disparo,Tiros,Tiros bloq. (ATA),Tiros a puerta,Tiros por tiro a puerta,Tiros por gol,Tiros tras regate con éxito,Toques en el área,xA / Pases clave,xA,xG por disparo,xG en contra (tiros a puerta),xG,Tiros bloq. (DEF),Despejes,Recuperaciones en últ. tercio,1x1 Defensivos,% 1x1 Defensivos con éxito,1x1 Defensivos con éxito,Recuperaciones en campo rival,Penaltis cometidos,Presiones defensivas (ind.),Intercepciones,Recuperaciones,Rec. rápidas tras pérdida,Entradas,Duelo defensivo por falta,% Duelos aéreos ganados,Duelos aéreos,Duelos aéreos ganados,Duelos defensivos,% Duelos defensivos ganados,Duelos defensivos ganados,Duelos,% Duelos ganados,Duelos ganados,Duelos en el suelo,% Duelos en el suelo con éxito,Duelos en el suelo con éxito,Duelos ofensivos,% Duelos ofensivos ganados,Duelos ofensivos ganados,Pases hacia atrás,Centros,% Centros con éxito,Centros con éxito,Centros al área,% Centros al área con éxito,Centros al área con éxito,Pases clave,% Pases largos con éxito,% Pases con éxito,Pases intentados,Pases previos a pérdida,Pases con éxito,Pases al último tercio,% Pases al último tercio con éxito,Pases al último tercio con éxito,Pases al área,% Pases al área con éxito,Pases al área con éxito,Pases progresivos,% Pases progresivos con éxito,Pases progresivos con éxito,Pases verticales,Pases profundos,Aceleraciones,Tarjetas provocadas,Tarjetas,% Porterías a cero,Diferencial NPxG,Diferencial xG,Expulsiones,Faltas,NPxG,NPxG por disparo,Fueras de juego,Goles en propia puerta,Pérdidas en campo propio,Pérdidas de balón,Faltas recibidas,Tarjetas rojas,Goles para ganar,Tarjetas amarillas,Goles de falta concedidos,Goles encajados,Goles de cabeza concedidos,Salidas por alto,Goles lejanos concedidos,Pases largos,Pases largos con éxito,Penaltis parados,Goles de penalti concedidos,Rechaces tras penalti,Paradas por gol encajado,Paradas,% Paradas por tiros a puerta recibidos,Tiros a puerta recibidos,Superparadas,Goles evitados,Asistencias_percentil,Goles para empatar_percentil,Regates en zona peligrosa_percentil,% Regates en zona peligrosa con éxito_percentil,Regates en zona peligrosa con éxito_percentil,% Regates con éxito_percentil,Regates_percentil,Regates con éxito_percentil,Primeros goles_percentil,Goles de falta_percentil,Goles después de córner_percentil,Goles después de falta_percentil,Goles tras centro_percentil,Goles desde fuera del área_percentil,Goles_percentil,% Efectividad_percentil,Goles de cabeza_percentil,Goles con la izquierda_percentil,Goles de penalti_percentil,Penaltis lanzados_percentil,Penaltis provocados_percentil,Pre-asistencias_percentil,Goles con la derecha_percentil,Progresiones con balón_percentil,% Progresiones con balón con éxito_percentil,Progresiones con balón con éxito_percentil,Pases que acaban en tiro_percentil,Pases previos a tiro (C-At)_percentil,Tiros dentro del área_percentil,Tiros tras centro_percentil,Tiros fuera del área_percentil,Pases que acaban en TP_percentil,Goles (s.p.) por Disparo_percentil,Tiros_percentil,Tiros bloq. (ATA)_percentil,Tiros a puerta_percentil,Tiros por tiro a puerta_percentil,Tiros por gol_percentil,Tiros tras regate con éxito_percentil,Toques en el área_percentil,xA / Pases clave_percentil,xA_percentil,xG por disparo_percentil,xG en contra (tiros a puerta)_percentil,xG_percentil,Tiros bloq. (DEF)_percentil,Despejes_percentil,Recuperaciones en últ. tercio_percentil,1x1 Defensivos_percentil,% 1x1 Defensivos con éxito_percentil,1x1 Defensivos con éxito_percentil,Recuperaciones en campo rival_percentil,Penaltis cometidos_percentil,Presiones defensivas (ind.)_percentil,Intercepciones_percentil,Recuperaciones_percentil,Rec. rápidas tras pérdida_percentil,Entradas_percentil,Duelo defensivo por falta_percentil,% Duelos aéreos ganados_percentil,Duelos aéreos_percentil,Duelos aéreos ganados_percentil,Duelos defensivos_percentil,% Duelos defensivos ganados_percentil,Duelos defensivos ganados_percentil,Duelos_percentil,% Duelos ganados_percentil,Duelos ganados_percentil,Duelos en el suelo_percentil,% Duelos en el suelo con éxito_percentil,Duelos en el suelo con éxito_percentil,Duelos ofensivos_percentil,% Duelos ofensivos ganados_percentil,Duelos ofensivos ganados_percentil,Pases hacia atrás_percentil,Centros_percentil,% Centros con éxito_percentil,Centros con éxito_percentil,Centros al área_percentil,% Centros al área con éxito_percentil,Centros al área con éxito_percentil,Pases clave_percentil,% Pases largos con éxito_percentil,% Pases con éxito_percentil,Pases intentados_percentil,Pases previos a pérdida_percentil,Pases con éxito_percentil,Pases al último tercio_percentil,% Pases al último tercio con éxito_percentil,Pases al último tercio con éxito_percentil,Pases al área_percentil,% Pases al área con éxito_percentil,Pases al área con éxito_percentil,Pases progresivos_percentil,% Pases progresivos con éxito_percentil,Pases progresivos con éxito_percentil,Pases verticales_percentil,Pases profundos_percentil,Aceleraciones_percentil,Tarjetas provocadas_percentil,Tarjetas_percentil,% Porterías a cero_percentil,Diferencial NPxG_percentil,Diferencial xG_percentil,Expulsiones_percentil,Faltas_percentil,NPxG_percentil,NPxG por disparo_percentil,Fueras de juego_percentil,Goles en propia puerta_percentil,Pérdidas en campo propio_percentil,Pérdidas de balón_percentil,Faltas recibidas_percentil,Tarjetas rojas_percentil,Goles para ganar_percentil,Tarjetas amarillas_percentil,Goles de falta concedidos_percentil,Goles encajados_percentil,Goles de cabeza concedidos_percentil,Salidas por alto_percentil,Goles lejanos concedidos_percentil,Pases largos_percentil,Pases largos con éxito_percentil,Penaltis parados_percentil,Goles de penalti concedidos_percentil,Rechaces tras penalti_percentil,Paradas por gol encajado_percentil,Paradas_percentil,% Paradas por tiros a puerta recibidos_percentil,Tiros a puerta recibidos_percentil,Superparadas_percentil,Goles evitados_percentil
A. Larrañaga,20,Real Sociedad C,-,-,48,48,1.39,7,65,2024-06-30 00:00:00,0.06,CB,8,770,0.0,0.0,0.0,0.0,0.0,50.0,0.23,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.94,8.24,0.82,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.12,0.35,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.47,4.44,0.12,1.4,58.33,0.82,2.69,0.12,0.23,7.13,17.18,9.47,0.12,1.05,68.09,5.49,3.74,6.31,68.52,4.32,18.35,65.61,12.04,7.71,63.64,4.91,1.4,41.67,0.58,3.97,0.12,100.0,0.12,0.12,100.0,0.12,0.0,52.34,80.23,60.9,3.16,48.86,7.25,53.23,3.86,0.7,50.0,0.35,12.04,53.4,6.43,30.51,0.12,0.23,0.12,0.12,11.69,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,7.36,12.51,0.58,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,12.51,6.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,46,40,44,44,34,29,25,43,50,41,44,51,47,33,33,39,49,51,50,49,43,45,99,13,60,16,49,6,35,74,26,33,19,87,14,14,33,41,21,29,23,20,51,6,71,96,53,84,54,84,90,93,59,99,100,99,23,88,94,59,82,41,37,41,72,84,87,44,35,41,49,37,38,91,52,94,70,60,93,77,29,63,62,100,87,99,82,49,78,54,90,85,93,16,74,99,64,82,75,13,87,71,71,43,28,6,21,24,49,100,93,55,49,47,14,51,51,51,51,51,97,93,51,51,51,51,51,51,51,51,51
Luken Beitia,19,Real Sociedad B,-,-,47,47,1.42,2,67,2025-06-30 00:00:00,0.001,CB,16,975,0.0,0.0,0.09,0.0,0.0,83.33,0.55,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.57,15.85,1.2,0.18,0.0,0.18,0.09,0.09,0.0,0.0,0.28,0.37,0.0,0.0,0.0,0.0,0.46,0.0,0.01,0.02,0.0,0.05,0.65,2.22,0.18,0.74,62.5,0.46,2.22,0.0,0.65,5.82,10.62,5.45,0.18,0.88,50.0,4.62,2.31,5.26,66.67,3.51,14.31,57.42,8.22,6.74,65.75,4.43,1.48,62.5,0.92,3.14,0.09,0.0,0.0,0.09,0.0,0.0,0.0,60.0,85.87,51.6,1.94,44.31,7.11,61.04,4.34,0.74,37.5,0.28,10.43,70.8,7.38,24.18,0.09,0.28,0.0,0.09,9.23,-0.05,-0.05,0.0,0.55,0.05,0.02,0.0,0.0,3.78,7.85,0.46,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,7.85,4.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,46,92,44,44,85,65,70,43,50,41,44,51,47,33,33,39,49,51,50,49,43,45,85,41,84,71,49,40,88,63,26,33,41,91,14,14,33,41,55,29,58,93,51,69,91,16,69,23,70,34,81,34,90,87,22,35,38,85,29,36,28,25,29,21,28,31,19,29,43,21,51,79,65,75,43,21,21,51,23,23,29,90,88,87,32,87,76,79,84,57,74,71,82,69,85,90,51,84,23,5,72,18,17,43,19,70,93,24,49,35,31,43,49,47,5,51,51,51,51,51,68,76,51,51,51,51,51,51,51,51,51
A. Ugarte,28,UD Logroñés,Derecha,190,55,57,1.21,1,61,2024-06-30 00:00:00,0.234,CB,15,1396,0.0,0.0,0.0,0.0,0.0,80.0,0.32,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.19,13.39,1.1,0.06,0.0,0.52,0.13,0.19,0.0,0.0,0.71,0.19,0.19,0.24,0.0,0.0,0.77,0.0,0.0,0.01,0.0,0.08,0.13,3.48,0.26,1.22,63.16,0.77,2.06,0.0,0.13,6.51,13.09,6.06,0.06,0.46,62.65,5.35,3.35,5.54,69.77,3.87,15.92,59.92,9.54,7.48,62.07,4.64,1.93,40.0,0.77,3.03,0.13,100.0,0.13,0.06,100.0,0.06,0.0,54.14,83.8,53.32,2.51,44.68,7.8,70.25,5.48,0.64,50.0,0.32,11.09,67.44,7.48,25.01,0.19,0.19,0.06,0.39,6.45,-0.08,-0.08,0.0,0.77,0.08,0.01,0.06,0.0,4.51,8.9,0.52,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,8.57,4.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,46,40,44,44,80,44,55,43,50,41,44,51,47,33,33,39,49,51,50,49,43,45,90,29,79,37,49,90,95,88,26,33,91,49,82,82,33,41,89,29,23,63,51,90,12,60,81,66,72,79,74,34,33,94,69,59,10,63,75,54,70,29,47,26,44,44,44,34,26,30,68,29,54,72,55,94,73,44,93,60,29,72,81,91,59,90,87,93,91,47,90,77,87,56,88,94,78,71,59,76,57,2,2,43,36,90,64,62,49,66,51,51,49,47,81,51,51,51,51,51,75,72,51,51,51,51,51,51,51,51,51
Alex Mendoza,20,AD San Juan,-,-,48,48,1.38,9,65,2024-06-30 00:00:00,0.048,CB,17,1493,0.0,0.0,0.0,0.0,0.0,66.67,0.18,0.12,0.0,0.0,0.06,0.0,0.0,0.0,0.06,100.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,2.65,15.91,0.42,0.0,0.0,0.24,0.0,0.06,0.0,0.2,0.3,0.18,0.06,0.3,0.3,0.0,0.3,0.0,0.0,0.01,0.0,0.03,0.84,3.8,0.0,0.84,85.71,0.72,1.09,0.06,0.12,6.45,12.9,6.33,0.42,0.24,63.2,7.54,4.76,5.12,81.18,4.16,16.4,66.18,10.85,6.51,73.15,4.76,1.39,43.48,0.6,2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.86,68.21,22.18,2.65,15.13,3.13,48.08,1.51,0.54,11.11,0.06,5.91,48.98,2.89,7.35,0.06,0.0,0.0,0.36,6.03,0.03,0.03,0.0,1.27,0.03,0.01,0.0,0.0,5.0,9.52,0.66,0.0,0.06,0.36,0.0,0.0,0.0,0.0,0.0,5.3,2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,46,40,44,44,61,24,25,43,50,90,44,51,47,78,98,85,49,51,50,49,43,45,21,43,25,16,49,51,35,49,26,84,47,46,33,91,79,41,33,29,23,63,51,46,97,76,8,33,97,71,16,79,30,93,68,68,78,13,78,94,98,21,99,35,47,90,69,26,90,37,46,41,40,57,14,21,21,18,23,23,29,47,13,7,65,6,10,26,12,35,21,21,13,10,12,19,38,18,23,72,51,84,84,43,71,47,64,24,49,87,63,63,49,96,72,51,51,51,51,51,24,21,51,51,51,51,51,51,51,51,51
M. Operé,23,Deportivo Aragón,Derecha,192,54,54,1.41,5,64,2024-06-30 00:00:00,0.151,CB,22,2151,0.0,0.0,0.0,0.0,0.0,75.0,0.17,0.13,0.08,0.0,0.08,0.0,0.0,0.0,0.08,100.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,5.19,10.48,0.54,0.0,0.0,0.08,0.0,0.0,0.0,1.0,0.08,0.25,0.08,0.04,0.04,0.0,0.21,0.0,0.0,0.01,0.0,0.01,0.46,3.93,0.04,0.59,64.29,0.38,0.8,0.04,0.17,5.48,11.88,5.36,0.21,0.33,64.66,4.85,3.14,6.9,77.58,5.36,15.4,68.75,10.59,7.82,73.8,5.77,0.92,45.45,0.42,1.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.41,84.37,36.4,2.51,30.71,3.14,50.67,1.59,0.13,0.0,0.0,6.19,57.43,3.56,18.37,0.0,0.13,0.04,0.21,4.18,0.07,0.07,0.0,0.88,0.01,0.01,0.04,0.0,4.52,7.82,0.42,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,5.15,2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,46,40,44,44,74,21,29,94,50,93,44,51,47,85,98,89,49,51,50,49,43,45,61,19,36,16,49,18,35,18,26,100,9,64,39,28,66,41,15,29,23,63,51,18,69,84,17,10,75,23,6,70,46,76,55,31,47,35,82,40,56,63,91,79,35,99,60,51,93,66,22,50,23,26,14,21,21,18,23,23,29,51,82,62,59,68,12,37,18,5,7,7,22,25,19,78,15,62,47,42,10,99,99,43,44,18,64,50,49,68,29,36,49,47,44,51,51,51,51,51,18,21,51,51,51,51,51,51,51,51,51
U. Eguiluz,22,Athletic,Derecha,186,49,50,1.28,2,61,2025-06-30 00:00:00,0.128,CB,19,1736,0.0,0.0,0.0,0.0,0.0,60.0,0.26,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,7.62,5.44,0.41,0.0,0.0,0.36,0.0,0.05,0.0,0.0,0.41,0.21,0.16,0.14,0.0,0.0,0.52,0.0,0.0,0.01,0.0,0.04,0.26,2.54,0.26,0.47,55.56,0.26,1.81,0.0,0.16,4.2,11.46,5.24,0.16,0.33,62.89,5.03,3.16,5.24,76.24,3.99,13.84,65.92,9.12,6.74,68.46,4.61,1.5,41.38,0.62,3.63,0.05,0.0,0.0,0.05,0.0,0.0,0.0,44.0,90.3,53.97,2.28,48.73,4.82,69.89,3.37,0.16,0.0,0.0,6.9,71.43,4.93,28.0,0.0,0.1,0.05,0.31,5.18,-0.04,-0.04,0.0,0.83,0.04,0.01,0.1,0.0,2.7,6.17,0.47,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,3.89,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,46,40,44,44,46,33,36,43,50,41,44,51,47,33,33,39,49,51,50,49,96,45,87,9,23,16,49,78,35,43,26,33,68,54,73,65,33,41,63,29,23,63,51,57,24,28,81,7,45,7,60,34,41,34,37,28,33,35,76,49,57,24,85,29,24,87,32,29,63,27,53,35,41,90,31,21,21,40,23,23,29,19,99,93,41,97,40,91,65,8,7,7,37,74,47,97,15,52,54,65,41,26,26,43,40,59,64,79,49,3,3,45,49,47,65,51,51,51,51,51,3,4,51,51,51,51,51,51,51,51,51
Ekhi Senar,33,CD Calahorra,Derecha,180,50,60,1.06,-3,60,2024-06-30 00:00:00,0.094,CB,13,967,0.0,0.0,0.0,0.0,0.0,66.67,0.28,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.56,10.2,0.47,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.09,0.28,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.01,0.0,0.01,0.47,2.05,0.0,0.84,55.56,0.47,0.65,0.0,0.56,3.16,11.82,6.05,0.28,1.35,62.26,4.93,3.07,5.4,75.86,4.1,13.4,65.28,8.75,5.96,75.0,4.47,0.56,66.67,0.37,1.49,0.09,100.0,0.09,0.09,100.0,0.09,0.0,57.76,79.34,33.78,3.07,26.8,6.14,48.48,2.98,0.56,16.67,0.09,8.66,70.97,6.14,14.89,0.0,0.0,0.09,0.19,9.31,-0.01,-0.01,0.0,0.37,0.01,0.01,0.0,0.0,3.44,8.19,0.28,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,10.8,6.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,46,40,44,44,61,38,44,43,50,41,44,51,47,33,33,39,49,51,50,49,43,45,53,18,28,16,49,20,35,18,26,33,11,74,14,14,33,41,40,29,23,63,51,18,71,13,8,33,45,36,3,34,88,6,53,57,57,93,72,43,53,28,83,34,16,82,24,15,95,22,8,93,15,12,43,94,63,51,93,68,29,85,59,50,82,53,65,30,49,39,29,27,66,71,66,62,15,18,65,32,75,57,57,43,6,18,64,24,49,19,35,21,49,47,35,51,51,51,51,51,84,90,51,51,51,51,51,51,51,51,51
M. Isla,27,Izarra,Derecha,192,52,58,1.15,1,59,2024-06-30 00:00:00,0.141,CB,21,1983,0.0,0.05,0.0,0.0,0.0,100.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,100.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1.04,30.43,0.32,0.0,0.0,0.18,0.0,0.0,0.0,0.25,0.18,0.41,0.05,0.18,0.18,0.0,0.23,0.0,0.0,0.0,0.0,0.02,0.36,2.9,0.05,0.82,61.11,0.5,0.86,0.05,0.09,3.81,9.76,5.17,0.05,0.33,61.47,4.95,3.04,4.9,67.59,3.31,12.62,61.15,7.72,5.36,65.25,3.49,0.45,40.0,0.18,1.27,0.05,100.0,0.05,0.05,100.0,0.05,0.0,44.53,72.02,22.87,1.63,16.48,3.49,42.86,1.5,0.5,36.36,0.18,5.99,56.06,3.36,7.03,0.05,0.0,0.05,0.14,4.54,0.03,0.03,0.0,0.68,0.02,0.0,0.0,0.0,3.86,8.31,0.32,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,6.22,2.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,94,40,44,44,95,10,15,43,50,41,44,51,47,72,98,39,99,51,50,49,43,45,1,91,9,16,49,40,35,18,26,90,28,94,29,76,72,41,21,29,23,20,51,32,49,38,23,29,65,38,11,75,21,21,10,25,7,35,68,45,51,19,32,15,10,53,10,10,41,10,4,29,7,10,31,94,47,40,93,53,29,21,29,12,25,12,19,10,10,30,72,49,15,22,16,16,32,18,54,22,22,84,84,43,25,34,21,24,49,41,39,28,49,47,24,51,51,51,51,51,41,35,51,51,51,51,51,51,51,51,51
Gaizka Argente,22,SD Gernika,Izquierda,183,48,48,1.16,5,60,2024-06-30 00:00:00,0.091,CB,23,2155,0.04,0.0,0.08,100.0,0.08,50.0,1.17,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.35,23.44,1.25,0.21,0.04,0.17,0.04,0.04,0.17,0.0,0.21,0.13,0.13,0.07,0.0,0.04,0.63,0.2,0.03,0.0,0.0,0.02,0.33,2.55,0.25,1.04,36.0,0.38,1.59,0.0,0.08,4.47,11.48,4.84,0.21,0.19,64.29,4.09,2.63,6.47,62.58,4.05,17.62,55.45,9.77,9.94,53.78,5.35,3.47,36.14,1.25,3.51,0.75,16.67,0.13,0.33,12.5,0.04,0.17,44.58,76.04,37.29,3.01,28.36,5.26,53.97,2.84,0.96,34.78,0.33,8.81,62.56,5.51,11.44,0.21,0.29,0.0,0.42,4.18,-0.02,-0.02,0.04,1.42,0.02,0.0,0.08,0.0,4.01,10.02,0.63,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,6.93,3.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86,46,88,96,96,34,93,81,43,50,41,44,51,47,33,33,39,49,51,50,49,43,45,66,78,88,76,99,38,71,37,90,33,32,34,62,32,33,85,73,84,90,20,51,32,39,29,77,57,4,23,43,34,18,46,39,18,47,4,81,25,40,47,18,31,59,21,47,78,6,51,91,16,82,85,91,41,73,82,46,46,93,22,44,63,75,57,49,51,45,74,69,79,71,35,59,48,84,87,23,78,10,44,44,88,82,34,21,70,49,51,75,60,49,47,77,51,51,51,51,51,54,40,51,51,51,51,51,51,51,51,51
Asier Santamaría,19,Arenas de Getxo,Izquierda,-,41,41,1.02,-,51,2024-06-30 00:00:00,0.014,CB,15,743,0.0,0.0,0.12,0.0,0.0,63.64,2.66,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,33.33,1.09,0.61,0.0,0.48,0.0,0.24,0.24,0.0,0.73,0.0,0.24,0.36,0.0,0.12,1.09,0.07,0.02,0.01,0.0,0.04,0.0,1.33,0.36,2.3,52.63,1.21,2.79,0.0,1.57,3.15,6.54,3.51,1.21,0.45,32.43,4.48,1.45,8.96,56.76,5.09,23.74,45.92,10.9,14.54,53.33,7.75,5.57,47.83,2.66,4.24,3.03,24.0,0.73,1.57,30.77,0.48,0.24,33.33,61.33,21.92,1.57,13.45,3.27,48.15,1.57,2.3,26.32,0.61,3.88,59.38,2.3,5.21,0.36,0.0,0.24,0.12,12.11,-0.04,-0.04,0.0,2.42,0.04,0.01,0.12,0.0,4.24,13.57,0.97,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,4.0,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,46,97,44,44,54,100,100,43,50,41,44,51,47,33,33,39,49,51,50,49,43,45,32,97,76,97,49,88,35,95,96,33,93,7,90,96,33,96,97,68,79,63,51,57,4,3,93,99,36,99,91,34,99,4,1,1,100,59,1,33,6,94,3,74,99,4,71,100,4,97,100,54,100,94,100,44,99,99,53,99,97,2,1,6,23,4,16,28,16,97,57,97,1,29,3,4,97,18,91,13,90,26,26,43,96,59,64,89,49,54,97,85,49,47,14,51,51,51,51,51,4,3,51,51,51,51,51,51,51,51,51
Paul Álvarez,23,SD Gernika,Derecha,185,49,51,1.21,-,59,2024-06-30 00:00:00,0.112,CB,10,968,0.0,0.0,0.0,0.0,0.0,45.45,1.02,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.93,18.87,0.93,0.28,0.0,0.28,0.0,0.09,0.09,0.0,0.37,0.28,0.09,0.37,0.0,0.0,0.65,0.06,0.01,0.01,0.0,0.06,0.28,2.23,0.19,0.74,50.0,0.37,1.95,0.0,0.0,3.72,13.57,7.9,0.09,0.4,65.75,6.79,4.46,6.88,64.86,4.46,20.83,59.38,12.37,9.67,54.81,5.3,2.79,30.0,0.84,2.98,0.0,0.0,0.0,0.0,0.0,0.0,0.09,42.68,73.06,33.47,0.0,24.45,5.95,39.06,2.32,0.56,16.67,0.09,6.04,46.15,2.79,11.44,0.28,0.09,0.09,0.46,9.3,-0.06,-0.06,0.0,1.58,0.06,0.01,0.09,0.0,4.56,10.69,0.37,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,7.62,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,46,40,44,44,29,84,70,43,50,41,44,51,47,33,33,39,49,51,50,49,43,45,57,59,65,90,49,62,35,63,69,33,62,74,43,97,33,41,76,64,58,63,51,79,31,18,71,23,28,20,66,34,7,18,76,91,15,54,88,85,94,61,24,46,91,40,90,75,7,50,82,7,57,69,14,21,21,18,23,23,70,16,35,49,2,51,60,4,32,39,29,27,16,7,7,48,93,49,65,87,74,11,10,43,88,79,64,74,49,69,81,30,49,47,90,51,51,51,51,51,65,46,51,51,51,51,51,51,51,51,51
K. Mahugo,25,Izarra,-,-,46,52,1.05,-5,52,2024-06-30 00:00:00,0.105,CB,24,2183,0.0,0.0,0.0,0.0,0.0,100.0,0.04,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.04,33.33,0.0,0.04,0.0,0.0,0.0,0.04,0.0,3.01,21.92,0.66,0.0,0.0,0.29,0.0,0.12,0.0,0.1,0.41,0.12,0.12,0.14,0.41,0.0,0.54,0.0,0.0,0.01,0.0,0.06,0.29,3.13,0.04,1.03,52.0,0.54,1.2,0.0,0.16,4.54,12.74,7.54,0.29,0.28,51.41,5.85,3.01,6.97,73.37,5.11,17.44,62.65,10.93,7.79,72.49,5.65,0.82,65.0,0.54,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.23,74.23,24.16,2.31,17.93,2.72,60.61,1.65,0.25,50.0,0.12,6.14,48.99,3.01,9.11,0.08,0.0,0.0,0.12,4.12,-0.02,-0.02,0.0,1.03,0.06,0.01,0.12,0.0,4.91,8.41,0.49,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,5.11,2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,46,40,44,44,95,7,11,43,50,84,44,51,47,67,72,39,97,51,50,49,87,45,26,71,50,16,49,67,35,74,26,68,68,30,55,65,88,41,66,29,23,63,51,79,34,49,17,55,34,43,26,34,41,50,65,87,60,18,37,69,47,65,63,76,57,64,72,46,88,62,18,85,36,25,14,21,21,18,23,23,29,66,37,16,44,22,4,78,19,12,90,38,20,12,13,35,44,18,23,13,5,44,44,43,54,79,64,89,49,85,41,49,49,47,14,51,51,51,51,51,16,31,51,51,51,51,51,51,51,51,51
